sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_charge_degree,c_charge_desc,decile_score,two_year_recid,days_in_jail,sex_Female,sex_Male,race_African-American,race_Asian,race_Caucasian,race_Hispanic,race_Native American,race_Other,c_charge_degree_F,c_charge_degree_M,age_cat_encoded
Male,22,Less than 25,African-American,0,1,1,3,-1.0,M,Battery,10,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Male,69,Greater than 45,African-American,0,0,0,3,-1.2,F,arrest case no charge,6,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Male,49,Greater than 45,Caucasian,0,0,0,1,-10.6,M,DUI Property Damage/Injury,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
Male,22,Less than 25,African-American,0,1,0,1,-1.0,F,Burglary Dwelling Occupied,6,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,31,25 - 45,Hispanic,2,1,0,8,171.0,M,arrest case no charge,9,1,2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
Male,40,25 - 45,Other,0,0,0,0,-1.0,M,Battery,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Male,61,Greater than 45,Caucasian,0,0,0,10,-1.0,F,Burglary Conveyance Unoccup,6,0,22,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
Male,59,Greater than 45,African-American,0,0,0,14,-1.0,F,Possession of Cocaine,8,1,33,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Male,73,Greater than 45,Caucasian,0,0,0,0,-1.0,M,Battery,1,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
Male,38,25 - 45,African-American,0,0,0,15,0.0,F,Drivg While Lic Suspd/Revk/Can,7,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,31,25 - 45,Hispanic,0,0,0,16,0.0,F,Burglary Conveyance Unoccup,10,1,482,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
Female,33,25 - 45,Caucasian,0,0,0,0,-1.0,F,Felony Driving While Lic Suspd,1,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Female,31,25 - 45,African-American,0,0,0,1,-1.0,M,Battery,2,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,43,25 - 45,African-American,0,0,0,0,-1.0,F,Contradict Statement,1,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,22,Less than 25,African-American,0,0,1,0,-1.0,F,Criminal Mischief,8,1,5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,29,25 - 45,African-American,0,0,0,0,-1.0,F,Poss of Cocaine W/I/D/S 1000FT Park,8,0,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,27,25 - 45,African-American,0,0,0,5,-1.0,M,Driving License Suspended,5,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,56,Greater than 45,African-American,0,0,0,0,-1.0,M,Tresspass in Structure or Conveyance,4,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Male,25,25 - 45,Caucasian,0,0,0,2,-1.0,F,Grand Theft in the 3rd Degree,5,0,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,64,Greater than 45,Hispanic,0,0,0,1,-2.0,M,Disorderly Intoxication,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
Male,22,Less than 25,African-American,0,0,0,0,0.0,M,Battery,6,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Male,49,Greater than 45,African-American,0,0,0,0,-4.0,F,Possession of Cocaine,1,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Male,36,25 - 45,Other,0,0,0,0,-1.0,F,Grand Theft in the 3rd Degree,1,0,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
Male,21,Less than 25,Caucasian,0,0,0,1,-1.0,F,Carrying Concealed Firearm,5,1,5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,31,25 - 45,Hispanic,0,0,0,3,-1.0,F,Tamper With Witness/Victim/CI,3,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
Male,21,Less than 25,African-American,0,0,0,0,-1.0,F,Resist Officer w/Violence,4,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,23,Less than 25,African-American,0,0,0,1,-1.0,M,Battery,7,1,27,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Male,24,Less than 25,African-American,0,0,0,3,0.0,F,Possess Mot Veh W/Alt Vin #,5,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Female,26,25 - 45,African-American,0,0,0,0,-1.0,M,Battery,2,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Female,34,25 - 45,African-American,0,0,0,6,-1.0,F,arrest case no charge,3,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,22,Less than 25,African-American,0,0,0,2,-1.0,F,Robbery Sudd Snatch No Weapon,8,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,61,Greater than 45,Caucasian,0,0,0,0,-1.0,M,DUI Level 0.15 Or Minor In Veh,1,0,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
Male,50,Greater than 45,Caucasian,0,0,0,8,-1.0,F,DWI w/Inj Susp Lic / Habit Off,3,0,172,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
Male,42,25 - 45,African-American,0,0,0,17,-1.0,F,Possession of Cocaine,10,1,32,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,49,Greater than 45,African-American,0,0,0,1,-1.0,M,arrest case no charge,1,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Female,56,Greater than 45,Caucasian,0,0,0,1,-20.0,F,Resist Officer w/Violence,1,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
Female,36,25 - 45,Caucasian,0,0,0,4,110.0,F,arrest case no charge,9,1,168,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,57,Greater than 45,African-American,0,0,0,19,-1.0,F,Felony Battery w/Prior Convict,7,0,117,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Male,34,25 - 45,African-American,0,0,0,5,-1.0,M,Driving License Suspended,4,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,56,Greater than 45,African-American,0,0,0,4,-1.0,F,Possession of Cocaine,1,0,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Female,39,25 - 45,African-American,0,0,0,1,-42.0,F,arrest case no charge,1,0,5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,39,25 - 45,African-American,0,0,0,0,-1.0,F,Kidnapping / Domestic Violence,1,0,18,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,26,25 - 45,African-American,0,0,0,0,-1.0,M,Battery,2,0,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Female,39,25 - 45,African-American,0,1,0,6,0.0,F,Grand Theft in the 3rd Degree,5,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,28,25 - 45,Caucasian,0,0,0,5,0.0,F,Driving While License Revoked,5,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,68,Greater than 45,Caucasian,0,0,0,4,-1.0,M,Battery,1,0,11,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
Male,26,25 - 45,Caucasian,0,0,0,2,-38.0,F,Possession of Cocaine,5,1,27,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,36,25 - 45,African-American,0,0,0,5,17.0,F,arrest case no charge,3,0,11,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,58,Greater than 45,Caucasian,0,0,0,2,-1.0,F,Agg Fleeing/Eluding High Speed,3,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
Male,21,Less than 25,Other,0,0,0,0,-1.0,F,Attempted Burg/Convey/Unocc,5,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Male,20,Less than 25,African-American,0,0,0,2,-1.0,F,arrest case no charge,8,1,33,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,22,Less than 25,African-American,0,1,0,3,-1.0,F,Grand Theft in the 3rd Degree,4,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Female,37,25 - 45,African-American,0,0,0,1,-11.0,F,Burglary With Assault/battery,1,0,8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,19,Less than 25,African-American,0,2,0,2,-1.0,F,Poss Pyrrolidinovalerophenone,10,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,32,25 - 45,Hispanic,0,0,0,6,-1.0,M,Battery,5,1,9,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
Female,36,25 - 45,African-American,0,0,0,1,0.0,M,Battery,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,24,Less than 25,Caucasian,0,0,2,8,-1.0,F,Felony Petit Theft,9,1,35,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,21,Less than 25,African-American,1,0,1,1,-171.0,F,arrest case no charge,4,1,5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Female,44,25 - 45,African-American,0,0,0,6,-1.0,F,Possession of Cocaine,6,0,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,60,Greater than 45,African-American,0,0,0,0,-1.0,F,Grand Theft in the 3rd Degree,1,0,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Female,38,25 - 45,Caucasian,0,0,0,0,-1.0,F,Burglary Assault/Battery Armed,1,0,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,26,25 - 45,Other,0,0,0,0,-1.0,M,Battery,2,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Male,21,Less than 25,Caucasian,1,0,3,2,0.0,M,Battery,10,0,27,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Female,33,25 - 45,Caucasian,0,0,0,0,-1.0,M,DUI Property Damage/Injury,1,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,31,25 - 45,Other,0,0,0,0,-1.0,M,Battery,2,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Female,21,Less than 25,African-American,0,0,0,0,-1.0,M,Battery,5,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Female,45,Greater than 45,Native American,0,0,0,1,-7.2,M,arrest case no charge,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0
Female,24,Less than 25,African-American,0,0,0,1,-23.0,F,Grand Theft in the 3rd Degree,4,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,28,25 - 45,Hispanic,0,0,0,0,0.0,M,Battery,2,1,2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
Male,30,25 - 45,African-American,0,0,0,21,0.0,F,Driving While License Revoked,7,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,37,25 - 45,Caucasian,0,0,0,3,-1.0,F,Driving While License Revoked,8,0,241,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,36,25 - 45,African-American,0,0,0,2,-1.0,M,Battery,9,1,46,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,57,Greater than 45,African-American,0,0,0,9,-0.6,F,Grand Theft (Motor Vehicle),5,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Male,29,25 - 45,Caucasian,0,0,0,0,-1.0,M,Prostitution/Lewdness/Assign,7,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Female,23,Less than 25,Other,0,0,0,0,-1.0,M,Battery,6,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Male,26,25 - 45,African-American,1,0,0,3,-1.0,F,Felony Battery w/Prior Convict,10,1,3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,25,25 - 45,Other,0,0,0,0,-1.0,F,Felony Battery,2,1,20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
Male,31,25 - 45,African-American,0,0,0,3,716.0,F,arrest case no charge,5,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,62,Greater than 45,Caucasian,0,0,0,2,-4.0,F,Solicit Deliver Cocaine,1,0,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
Male,22,Less than 25,Caucasian,1,0,4,6,168.0,F,Possession of Cocaine,10,1,62,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,26,25 - 45,African-American,0,0,0,3,0.0,F,Burglary Unoccupied Dwelling,4,0,33,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,29,25 - 45,Hispanic,0,0,0,0,-1.0,F,Driving While License Revoked,3,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
Male,30,25 - 45,African-American,0,0,1,3,-1.0,F,Carrying Concealed Firearm,2,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Female,33,25 - 45,Hispanic,0,0,0,2,-10.0,F,Poss Alprazolam W/int Sell/Del,4,1,9,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
Male,24,Less than 25,Caucasian,0,0,0,1,-38.0,F,arrest case no charge,10,1,37,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,56,Greater than 45,Caucasian,0,0,0,7,-1.0,F,Felony Driving While Lic Suspd,1,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
Male,25,25 - 45,Caucasian,0,0,0,2,0.0,M,Driving Under The Influence,6,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,24,Less than 25,African-American,0,0,0,0,-1.0,M,Battery,7,0,3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Male,30,25 - 45,Caucasian,0,1,0,11,31.0,F,arrest case no charge,9,1,40,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,29,25 - 45,African-American,0,0,0,5,-1.0,F,Poss Contr Subst W/o Prescript,5,1,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,34,25 - 45,Caucasian,0,0,1,5,-1.0,F,"Poss3,4 Methylenedioxymethcath",6,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,32,25 - 45,African-American,0,1,3,7,-1.0,F,Felony Battery w/Prior Convict,8,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,22,Less than 25,African-American,0,0,0,0,0.0,M,Possess Cannabis/20 Grams Or Less,6,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Male,29,25 - 45,Caucasian,0,0,0,3,-1.0,F,False Imprisonment,4,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,37,25 - 45,Caucasian,0,0,0,1,-1.0,M,Battery,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,27,25 - 45,African-American,0,0,0,1,-1.0,F,Burglary Conveyance Unoccup,8,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,56,Greater than 45,Caucasian,0,0,0,1,-65.0,M,Tamper With Witness/Victim/CI,1,0,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
Male,25,25 - 45,Caucasian,0,0,0,1,0.0,M,Battery,3,0,42,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,24,Less than 25,African-American,0,0,0,1,3.8,M,arrest case no charge,6,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Female,25,25 - 45,Caucasian,0,0,0,2,-2.0,M,Petit Theft,4,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,24,Less than 25,African-American,0,0,0,11,-1.0,F,Grand Theft in the 3rd Degree,9,1,51,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,26,25 - 45,African-American,0,0,0,5,-1.0,F,Burglary Dwelling Occupied,7,1,27,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,35,25 - 45,Caucasian,0,0,0,1,-1.0,F,Possession of Cocaine,1,1,49,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,59,Greater than 45,Caucasian,0,0,0,0,-1.0,F,Grand Theft in the 3rd Degree,1,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
Female,42,25 - 45,Caucasian,0,0,0,0,-1.0,F,Poss Contr Subst W/o Prescript,2,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,26,25 - 45,Caucasian,0,0,0,2,-1.0,F,D.U.I. Serious Bodily Injury,5,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,36,25 - 45,African-American,0,0,0,2,-4.0,M,DUI Level 0.15 Or Minor In Veh,2,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,27,25 - 45,African-American,0,0,0,3,-1.0,F,arrest case no charge,1,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,37,25 - 45,African-American,0,0,0,1,-1.0,F,Accessory After the Fact,3,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,25,25 - 45,Caucasian,0,0,1,1,41.0,F,Robbery / No Weapon,4,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,25,25 - 45,Other,0,0,0,1,-1.0,M,Battery,4,1,58,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Male,25,25 - 45,Other,0,0,0,2,-1.0,M,Disorderly Conduct,6,0,64,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Male,25,25 - 45,African-American,0,0,0,6,0.0,F,"Poss 3,4 MDMA (Ecstasy)",7,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,32,25 - 45,African-American,0,0,0,0,0.0,M,Battery,1,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,24,Less than 25,Hispanic,0,0,0,2,-25.0,F,Lewd/Lasc Battery Pers 12+/<16,3,0,9,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Male,46,Greater than 45,African-American,0,0,0,13,-40.0,F,arrest case no charge,5,1,21,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Male,23,Less than 25,Hispanic,0,0,0,6,-1.0,M,Possess Cannabis/20 Grams Or Less,8,0,34,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Female,36,25 - 45,Hispanic,0,0,0,1,0.0,M,Battery,3,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
Male,35,25 - 45,Caucasian,0,0,0,1,-15.0,M,Assault,4,1,4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,33,25 - 45,Hispanic,0,0,0,1,-90.0,M,Susp Drivers Lic 1st Offense,2,0,46,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
Male,27,25 - 45,Other,0,0,0,1,-1.0,F,Aggravated Assault W/Dead Weap,2,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
Male,29,25 - 45,African-American,0,0,0,6,702.0,M,Felony Battery,2,0,5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,23,Less than 25,Caucasian,0,0,4,4,0.0,F,Poss Pyrrolidinovalerophenone,6,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Female,35,25 - 45,Other,0,0,0,0,-1.0,M,Battery,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Male,26,25 - 45,African-American,0,0,0,1,0.0,F,Pos Cannabis W/Intent Sel/Del,6,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,54,Greater than 45,African-American,0,0,0,10,0.0,F,Possession of Cocaine,4,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Female,24,Less than 25,Caucasian,0,0,0,0,-1.0,M,Battery,5,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Male,21,Less than 25,Caucasian,0,0,0,2,-1.0,F,Grand Theft in the 3rd Degree,4,1,77,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,28,25 - 45,African-American,0,0,0,4,-1.0,M,Battery,2,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,56,Greater than 45,Hispanic,0,0,0,4,-11.0,F,Possession Of Alprazolam,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0
Male,25,25 - 45,African-American,0,0,0,0,6.8,M,Unlaw Use False Name/Identity,3,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,29,25 - 45,Caucasian,0,0,0,2,-2.0,F,Grand Theft in the 3rd Degree,3,0,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,22,Less than 25,Caucasian,0,0,0,2,-40.0,F,Battery on Law Enforc Officer,4,1,27,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,23,Less than 25,Caucasian,0,0,0,3,-1.0,M,Petit Theft,8,1,26,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Male,58,Greater than 45,Other,0,0,0,0,0.0,F,Grand Theft in the 3rd Degree,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0
Male,33,25 - 45,African-American,0,0,0,2,-1.0,M,Battery,1,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,24,Less than 25,African-American,0,0,0,1,-1.0,F,Burglary Unoccupied Dwelling,2,1,6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Female,39,25 - 45,Caucasian,0,0,0,4,-2.0,F,Aggravated Assault W/Dead Weap,1,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,23,Less than 25,Other,0,0,0,2,-1.0,F,"Deliver 3,4 Methylenediox",4,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Male,41,25 - 45,Caucasian,0,0,0,5,-1.0,F,Felony Driving While Lic Suspd,1,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,27,25 - 45,African-American,0,0,0,0,-1.0,F,Crim Use of Personal ID Info,6,0,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,21,Less than 25,African-American,0,0,0,0,0.0,F,Grand Theft (Motor Vehicle),7,0,3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,32,25 - 45,Caucasian,0,0,0,2,-1.0,F,Pos Cannabis W/Intent Sel/Del,2,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Female,23,Less than 25,African-American,0,0,0,4,-56.0,M,arrest case no charge,8,1,43,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Male,57,Greater than 45,Caucasian,0,0,0,9,-1.0,F,Possession of Cocaine,4,1,58,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
Male,26,25 - 45,African-American,0,0,0,4,-1.0,F,Aggravated Assault w/Firearm,7,1,83,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Female,53,Greater than 45,Hispanic,0,0,0,0,-1.0,M,Battery,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
Male,32,25 - 45,African-American,0,3,0,19,-1.0,F,Possession of Cocaine,9,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,20,Less than 25,African-American,0,0,0,0,-1.0,F,Possession of Cocaine,9,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
