age,priors_count,juv_fel_count,juv_misd_count,juv_other_count,days_b_screening_arrest,is_recid,c_charge_desc
30,6,0,0,0,-1.0,1,Grand Theft in the 3rd Degree
31,9,0,0,0,0.0,1,Aggravated Battery / Pregnant
21,2,0,1,0,-12.0,1,Deliver Cannabis
77,1,0,0,0,-1.0,0,DUI Property Damage/Injury
61,4,0,0,0,-1.0,0,Uttering a Forged Instrument
41,0,0,0,0,-1.0,0,Battery
24,0,0,0,0,-1.0,0,Battery
34,5,0,0,0,-1.0,1,arrest case no charge
34,3,0,0,0,47.0,1,arrest case no charge
27,1,0,0,0,0.0,0,"Poss3,4 Methylenedioxymethcath"
25,6,0,0,2,-1.0,1,Criminal Mischief Damage <$200
30,1,0,0,0,-1.0,0,Cruelty Toward Child
59,0,0,0,0,-4.0,0,Uttering a Forged Instrument
55,1,0,0,0,-1.0,1,Grand Theft in the 3rd Degree
22,1,0,1,0,294.0,0,Reckless Driving
32,0,0,0,0,-1.0,1,Battery on Law Enforc Officer
53,5,0,0,0,0.0,0,Petit Theft
50,1,0,0,0,-1.0,0,Battery
26,1,0,0,0,-1.0,1,Pos Cannabis W/Intent Sel/Del
21,2,0,0,1,-1.0,1,Poss Similitude of Drivers Lic
36,7,0,0,0,-1.0,1,Felony Battery w/Prior Convict
35,16,0,0,0,-1.0,1,arrest case no charge
25,0,0,0,0,-1.0,0,Battery
31,2,0,0,0,0.0,0,Assault
26,1,0,0,0,-1.0,0,Grand Theft in the 3rd Degree
25,0,0,0,0,-1.0,0,DUI Property Damage/Injury
32,0,0,0,0,0.0,0,Battery
40,5,0,0,0,-1.0,0,Pos Cannabis W/Intent Sel/Del
35,0,0,0,0,-2.0,0,Poss Oxycodone W/Int/Sell/Del
27,2,0,0,0,-1.0,0,
33,12,0,0,0,-1.0,1,Tampering With Physical Evidence
36,1,0,0,0,-1.0,0,arrest case no charge
30,2,0,0,0,-22.0,0,Possession of Cocaine
30,0,0,0,0,0.0,0,Possession of Cocaine
41,19,0,0,0,0.0,1,arrest case no charge
21,1,0,0,0,-99.0,0,Battery
29,0,0,0,0,-3.0,0,Possession of Cocaine
32,1,0,0,0,,0,Poss of Vessel w/Altered ID NO
25,0,0,0,0,-1.0,0,Possession of Cocaine
50,0,0,0,0,-1.0,0,Possession Child Pornography
35,4,0,0,0,-1.0,0,arrest case no charge
37,17,1,0,0,0.0,1,Poss Pyrrolidinobutiophenone
43,4,0,0,0,-26.0,1,arrest case no charge
29,12,0,0,0,0.0,1,Criminal Mischief>$200<$1000
61,0,0,0,0,-1.0,0,Possession of Cocaine
22,4,0,0,0,0.0,1,Possession of Cocaine
27,2,0,0,0,-1.0,1,arrest case no charge
31,0,0,0,0,,1,
44,12,0,0,0,,0,Tamper With Witness/Victim/CI
34,1,0,0,0,-21.0,0,Battery
24,0,0,0,0,-1.0,0,Conspiracy Dealing Stolen Prop
34,1,0,0,0,39.0,0,arrest case no charge
20,0,0,0,1,-1.0,1,Battery
30,0,0,0,0,-1.0,0,Battery
43,0,0,0,0,-1.0,0,Battery
51,4,0,0,0,-1.0,1,Felony Driving While Lic Suspd
37,9,0,0,0,-1.0,0,Deliver Cocaine
42,7,1,0,0,0.0,1,Possession of Cocaine
29,1,0,0,0,-1.0,0,arrest case no charge
44,4,0,0,0,,0,Lewd or Lascivious Molestation
24,0,0,0,0,0.0,0,Battery
36,12,0,0,0,-26.0,0,arrest case no charge
39,0,0,0,0,-1.0,1,Felony DUI - Enhanced
32,2,0,0,0,-1.0,0,Battery
30,1,0,0,0,-82.0,0,Aggravated Battery (Firearm)
38,0,0,0,0,0.0,0,Battery
27,8,0,0,0,-23.0,1,arrest case no charge
24,2,0,0,0,,0,arrest case no charge
30,0,0,0,0,-1.0,1,Grand Theft in the 3rd Degree
43,0,0,0,0,-1.0,1,Battery
30,8,6,0,0,-1.0,1,Battery
22,2,0,0,0,366.0,1,Pos Cannabis W/Intent Sel/Del
26,1,0,0,0,-2.0,1,Assault
37,3,0,0,0,-1.0,0,Possession of Cocaine
25,5,0,0,0,-1.0,1,Driving While License Revoked
65,1,0,0,0,-1.0,1,Possession Of Heroin
52,0,0,0,0,-1.0,1,Possession of Cocaine
37,9,0,0,0,-52.0,0,arrest case no charge
29,1,0,0,0,-1.0,0,False Imprisonment
32,3,0,0,0,-1.0,0,arrest case no charge
36,0,0,0,0,-1.0,1,Battery
21,8,0,2,6,30.0,1,arrest case no charge
21,1,0,0,0,-1.0,0,Burglary Unoccupied Dwelling
47,13,0,0,0,0.0,1,Battery
36,4,0,0,0,-13.0,0,arrest case no charge
25,6,0,0,0,24.0,1,Driving While License Revoked
32,4,0,0,0,0.0,1,Battery
43,1,0,0,0,-1.0,0,Neglect Child / No Bodily Harm
27,2,0,0,0,-1.0,0,Sale/Del Cannabis At/Near Scho
26,8,0,0,0,-1.0,1,Battery
21,1,0,0,0,-22.0,0,arrest case no charge
34,0,0,0,0,-1.0,0,Battery
46,1,0,0,0,-2.0,0,Operating W/O Valid License
40,23,2,0,0,30.0,1,Possess Cannabis/20 Grams Or Less
38,3,0,0,0,0.0,0,Disorderly Conduct
41,7,0,0,0,-1.0,0,arrest case no charge
25,7,0,0,0,-1.0,1,Burglary Conveyance Armed
21,1,0,0,0,-11.0,0,Burglary Conveyance Assault/Bat
74,0,0,0,0,-1.0,0,Disorderly Intoxication
41,5,0,0,0,-1.0,1,Battery
57,11,0,0,0,-376.0,1,Strong Armed  Robbery
27,0,0,0,0,0.0,0,Prostitution/Lewd Act Assignation
30,1,0,1,0,-1.0,0,Aggravated Battery / Pregnant
33,3,0,0,0,-2.0,1,Possession Of Heroin
24,2,0,0,0,0.0,0,Driving Under The Influence
52,0,0,0,0,-1.0,0,Grand Theft in the 3rd Degree
29,0,0,0,0,-1.0,0,Battery
42,0,0,0,0,-1.0,1,Poss Contr Subst W/o Prescript
30,1,0,0,1,0.0,0,Driving While License Revoked
33,0,0,0,0,-1.0,0,Uttering a Forged Instrument
38,1,0,0,0,-1.0,0,Felony Battery (Dom Strang)
21,2,0,0,1,-1.0,1,Possession of Cocaine
41,9,0,0,0,2.0,1,Petit Theft
28,5,0,0,0,-1.0,0,arrest case no charge
28,3,0,0,0,,0,arrest case no charge
52,3,0,0,0,0.0,0,False 911 Call
21,1,0,0,3,-25.0,0,Possession of Cocaine
22,1,0,0,0,-1.0,1,arrest case no charge
32,3,0,0,0,0.0,0,arrest case no charge
25,0,0,0,0,0.0,1,Corrupt Public Servant
27,0,0,0,0,-1.0,1,Battery
35,0,0,0,0,0.0,0,"Poss3,4 Methylenedioxymethcath"
40,2,0,0,0,-1.0,1,Battery
29,0,0,0,0,-1.0,0,Aggrav Battery w/Deadly Weapon
24,2,0,0,2,-1.0,1,Battery
24,10,5,1,0,0.0,1,Possession of Cocaine
36,26,0,1,0,-1.0,1,Driving While License Revoked
54,13,0,0,0,,0,arrest case no charge
26,5,0,0,0,-1.0,0,Driving While License Revoked
50,1,0,0,0,0.0,0,Felony Battery (Dom Strang)
21,1,0,0,0,-1.0,1,Grand Theft in the 3rd Degree
51,0,0,0,0,-1.0,0,Battery
24,2,0,0,2,-1.0,1,Grand Theft in the 3rd Degree
33,11,0,2,3,-57.0,1,arrest case no charge
29,3,0,0,0,-1.0,0,Possess Cannabis/20 Grams Or Less
25,0,0,0,0,0.0,0,Battery
38,0,0,0,0,-1.0,1,Trespass Structure w/Dang Weap
46,1,0,0,0,-1.0,0,arrest case no charge
33,9,0,0,2,-28.0,1,Battery
31,19,0,1,0,-1.0,1,"Poss 3,4 MDMA (Ecstasy)"
21,0,0,0,0,-1.0,0,Aggravated Assault w/Firearm
60,1,0,0,0,-1.0,1,Battery
39,3,0,0,0,-1.0,1,Uttering a Forged Instrument
23,1,0,0,0,-39.0,0,arrest case no charge
23,3,0,0,0,-169.0,1,Battery
35,4,0,0,0,-1.0,0,arrest case no charge
49,12,0,0,0,-1.0,1,Possession Burglary Tools
26,1,0,0,0,-1.0,0,Battery
27,0,0,0,0,0.0,0,Battery
22,2,0,1,3,-1.0,0,Driving While License Revoked
29,0,0,0,0,-1.0,1,Aggravated Battery (Firearm)
31,0,0,0,0,-1.0,0,Possession of Cocaine
31,5,0,0,0,0.0,1,Crim Use of Personal ID Info
29,0,0,0,0,0.0,0,Battery on Law Enforc Officer
65,0,0,0,0,-1.0,0,Fraudulent Use of Credit Card
34,1,0,0,0,-5.0,0,Battery
24,6,0,0,2,0.0,0,Burglary Conveyance Unoccup
46,0,0,0,0,0.0,0,DUI Property Damage/Injury
26,3,0,0,0,-41.0,0,Aggravated Assault W/dead Weap
20,0,0,0,0,0.0,1,Pos Cannabis W/Intent Sel/Del
29,16,0,0,0,-1.0,1,Grand Theft (Motor Vehicle)
29,7,0,0,0,0.0,1,Burglary Dwelling Occupied
56,3,0,0,0,-1.0,0,Unlicensed Telemarketing
21,0,0,0,0,0.0,0,"Deliver 3,4 Methylenediox"
40,0,0,0,0,0.0,1,Possession of Cocaine
22,2,0,0,0,-1.0,1,Viol Injunct Domestic Violence
39,0,0,0,0,-1.0,0,Driving Under The Influence
22,1,0,1,0,0.0,1,Battery on Law Enforc Officer
27,5,0,0,0,-2.0,1,arrest case no charge
36,1,0,0,0,0.0,0,Burglary Structure Unoccup
30,0,0,0,0,-1.0,0,Computer Pornography
56,17,0,0,0,41.0,1,Corrupt Public Servant
36,0,0,0,0,-1.0,0,Battery
38,5,0,0,0,,0,Unlaw Use False Name/Identity
32,0,0,0,0,-1.0,0,Robbery / Weapon
34,5,0,0,0,-1.0,1,Agg Battery Grt/Bod/Harm
23,0,0,0,0,-1.0,1,Possess Cannabis/20 Grams Or Less
52,0,0,0,0,-1.0,0,Battery
20,1,0,1,1,-1.0,1,Poss Tetrahydrocannabinols
38,5,0,0,0,-1.0,0,Battery
46,0,0,0,0,0.0,0,Driving License Suspended
27,0,0,0,0,-1.0,1,Uttering a Forged Instrument
20,2,0,0,0,-17.0,1,Aggravated Assault W/Dead Weap
51,1,0,0,0,,0,DUI- Enhanced
29,1,0,0,0,-6.0,1,Burglary Conveyance Unoccup
35,7,0,0,0,-1.0,1,Driving While License Revoked
37,1,0,0,0,-1.0,1,Battery
63,0,0,0,0,-1.0,0,Criminal Mischief
27,2,0,0,0,,0,Robbery / Weapon
27,1,0,0,0,-1.0,1,Aggravated Battery / Pregnant
27,0,0,0,0,-1.0,0,Burglary Unoccupied Dwelling
24,2,0,0,0,0.0,1,Possess Cannabis/20 Grams Or Less
30,1,0,0,0,0.0,1,Driving While License Revoked
32,13,0,1,0,680.0,1,Criminal Mischief>$200<$1000
25,4,0,0,0,0.0,1,Grand Theft in the 3rd Degree
24,10,2,1,0,-251.0,0,Susp Drivers Lic 1st Offense
27,0,0,0,0,0.0,0,Battery
48,0,0,0,0,-1.0,0,Battery
26,1,0,0,0,-23.0,0,Battery
58,0,0,0,0,0.0,0,Grand Theft in the 3rd Degree
23,1,0,0,2,-20.0,1,Burglary Conveyance Unoccup
22,3,0,1,1,0.0,1,Battery
51,4,0,0,0,-60.0,0,arrest case no charge
41,0,0,0,0,-1.0,0,arrest case no charge
21,0,0,0,0,-1.0,0,Burglary Unoccupied Dwelling
32,1,0,0,0,,0,Criminal Mischief>$200<$1000
26,0,0,0,0,-1.0,0,Battery
39,3,0,0,0,-1.0,0,Susp Drivers Lic 1st Offense
48,0,0,0,0,,0,Battery
46,0,0,0,0,-1.0,0,Battery
56,2,0,0,0,,0,Opert With Susp DL 2nd Offens
22,1,0,0,0,112.0,1,Poss Of Controlled Substance
33,7,0,1,0,-1.0,1,Trespass Property w/Dang Weap
36,2,0,0,0,-1.0,1,arrest case no charge
20,1,0,1,0,-5.0,1,arrest case no charge
32,0,0,0,0,-1.0,0,Battery
38,17,0,0,0,-1.0,1,Battery
64,1,0,0,0,-2.0,0,Disorderly Intoxication
22,1,0,0,0,-1.0,1,Burglary Conveyance Unoccup
69,0,0,0,0,-7.0,1,Driving Under The Influence
26,2,0,0,0,-23.0,0,Agg Battery Grt/Bod/Harm
27,1,0,0,0,-1.0,1,Battery
30,1,0,0,0,40.0,0,Resist/Obstruct W/O Violence
22,2,0,0,0,-1.0,1,Robbery Sudd Snatch No Weapon
43,0,0,0,0,0.0,0,Aggravated Battery / Pregnant
24,0,0,0,0,565.0,1,Manufacture Cannabis
22,2,0,0,0,-36.0,1,Resist/Obstruct W/O Violence
55,0,0,0,0,-1.0,0,DUI Property Damage/Injury
34,0,0,0,0,0.0,0,Operating W/O Valid License
20,1,0,0,2,-1.0,0,arrest case no charge
22,1,0,0,0,-1.0,1,Resist/Obstruct W/O Violence
29,15,0,4,1,227.0,1,Felony Battery w/Prior Convict
33,9,0,0,0,-1.0,1,Felony Petit Theft
55,7,0,0,0,0.0,0,Felony DUI (level 3)
22,1,0,0,0,-1.0,0,Fleeing or Eluding a LEO
55,1,0,0,0,-1.0,0,arrest case no charge
43,0,0,0,0,-2.0,1,Grand Theft in the 3rd Degree
21,0,0,0,3,-1.0,1,Pos Cannabis W/Intent Sel/Del
38,6,1,0,0,-52.0,0,arrest case no charge
23,0,0,0,0,-1.0,0,arrest case no charge
28,1,0,0,0,-2.0,0,Grand Theft in the 3rd Degree
45,0,0,0,0,0.0,0,Tamper With Witness/Victim/CI
39,1,0,0,0,-1.0,1,Agg Battery Grt/Bod/Harm
79,1,0,0,0,-22.0,0,Disorderly Conduct
48,1,0,0,0,-1.0,0,Depriv LEO of Protect/Communic
20,2,0,2,1,-1.0,1,Burglary Conveyance Unoccup
31,5,1,0,0,-1.0,0,arrest case no charge
30,4,0,1,0,-3.0,1,Petit Theft $100- $300
32,5,0,0,0,-1.0,1,Driving While License Revoked
56,1,0,0,0,-1.0,0,Battery
28,0,0,0,0,,1,
43,2,0,0,0,-1.0,0,Battery
20,0,0,0,2,-1.0,0,Burglary Conveyance Unoccup
27,21,0,0,0,0.0,1,Poss Pyrrolidinovalerophenone
41,0,0,0,0,-4.0,0,Battery
24,1,0,0,0,-1.0,0,Tampering With Physical Evidence
43,3,0,0,0,-4.0,1,Operating W/O Valid License
33,1,0,0,0,-1.0,0,arrest case no charge
22,0,0,0,0,-1.0,0,Felony Battery (Dom Strang)
34,3,0,0,0,-1.0,0,Aggravated Battery / Pregnant
36,0,0,0,0,0.0,0,Driving Under The Influence
69,0,0,0,0,-1.0,0,Driving While License Revoked
32,5,0,0,0,-1.0,1,arrest case no charge
22,1,0,0,0,0.0,1,Del Cannabis For Consideration
46,0,0,0,0,-1.0,0,Grand Theft in the 3rd Degree
34,1,0,0,0,-14.0,0,Battery
32,0,0,0,0,0.0,0,Battery
39,0,0,0,0,-1.0,0,Driving Under The Influence
25,6,0,0,1,-1.0,1,Battery
21,0,0,0,1,-1.0,1,Battery
63,9,0,0,0,0.0,1,Burglary Structure Unoccup
24,8,0,0,0,-1.0,1,Felony Battery (Dom Strang)
29,2,0,0,0,-2.0,1,Fighting/Baiting Animals
20,3,0,3,0,0.0,1,Possession of Cocaine
40,0,0,0,0,-1.0,0,Battery
30,7,0,0,0,0.0,1,arrest case no charge
36,10,0,0,0,54.0,1,Aggress/Panhandle/Beg/Solict
50,5,0,0,0,-8.0,1,arrest case no charge
37,4,0,0,0,-1.0,1,Criminal Mischief>$200<$1000
34,1,0,0,0,0.0,0,Possession of Cocaine
35,0,0,0,0,-1.0,0,Grand Theft in the 3rd Degree
31,1,0,0,0,-1.0,1,Battery
23,10,0,0,1,-1.0,1,arrest case no charge
22,0,0,0,0,-1.0,1,Burglary Dwelling Assault/Batt
37,2,0,0,0,-1.0,1,arrest case no charge
20,0,0,0,0,-2.0,0,Grand Theft in the 3rd Degree
54,22,0,0,0,83.0,1,Aggravated Assault W/Dead Weap
26,2,0,0,0,-1.0,0,Possession Of Methamphetamine
34,12,0,0,0,-1.0,1,Poss Pyrrolidinovalerophenone
59,2,0,0,0,-15.0,1,DUI Level 0.15 Or Minor In Veh
45,2,0,0,0,,0,Possession of Cocaine
37,2,0,0,0,-12.0,0,Driving Under The Influence
38,0,0,0,0,-1.0,1,Felony Committing Prostitution
45,1,0,0,0,-1.0,1,Felony Battery (Dom Strang)
22,1,0,0,0,-1.0,0,Possession Burglary Tools
24,3,0,0,1,26.0,1,Pos Cannabis W/Intent Sel/Del
25,5,0,0,0,-1.0,0,Aggravated Battery / Pregnant
24,6,0,0,0,-1.0,1,Uttering a Forged Instrument
52,3,0,0,0,,0,arrest case no charge
20,1,0,0,0,-1.0,1,Battery
32,6,0,0,0,,0,Possession of Cocaine
32,2,0,0,0,-1.0,1,Sell/Man/Del Pos/w/int Heroin
39,8,0,0,0,-75.0,0,arrest case no charge
49,3,0,0,0,-1.0,1,Possession of Cocaine
20,1,1,0,0,57.0,1,Attempted Robbery  No Weapon
31,11,0,0,0,-1.0,1,arrest case no charge
58,7,0,0,0,-1.0,1,Possession of Cocaine
50,2,0,0,0,0.0,0,DUI Property Damage/Injury
26,11,0,1,1,-1.0,1,Tampering With Physical Evidence
20,1,1,0,0,-20.0,0,arrest case no charge
39,1,0,0,0,-48.0,0,Felony Battery (Dom Strang)
51,1,0,0,0,-1.0,1,Battery
30,2,0,0,0,-1.0,0,Battery
39,0,0,0,0,-1.0,1,Battery
26,9,1,0,0,-84.0,1,arrest case no charge
26,2,0,0,0,-1.0,0,Aggravated Battery
35,13,1,0,0,-188.0,1,Burglary Unoccupied Dwelling
20,0,0,0,0,-1.0,0,Battery
51,7,0,0,0,-157.0,0,Crim Use of Personal ID Info
26,0,0,0,0,-4.0,0,Possession of Cocaine
26,5,0,0,0,-1.0,0,Burglary Dwelling Assault/Batt
20,0,0,0,2,-1.0,0,Aggravated Assault W/Dead Weap
28,0,0,0,0,0.0,1,Criminal Mischief
23,1,0,1,2,-1.0,1,Driving License Suspended
21,0,0,0,0,-4.0,0,Prostitution/Lewd Act Assignation
25,0,0,0,0,-1.0,1,Possession of Cocaine
30,0,0,0,0,-1.0,0,Burglary Dwelling Assault/Batt
21,2,0,2,7,-3.0,1,Possession of LSD
20,1,1,0,0,13.0,1,arrest case no charge
24,5,0,0,0,16.0,1,arrest case no charge
35,22,0,0,0,0.0,1,"Poss3,4 Methylenedioxymethcath"
27,0,0,0,0,-1.0,1,Dealing in Stolen Property
50,2,0,0,0,-1.0,1,arrest case no charge
25,5,0,0,0,-1.0,0,arrest case no charge
48,1,0,0,0,,0,arrest case no charge
31,12,1,1,1,-1.0,1,Resist/Obstruct W/O Violence
26,0,0,0,0,-1.0,0,Grand Theft in the 3rd Degree
22,0,0,0,0,-1.0,0,Purchase/P/W/Int Cannabis
29,0,0,0,0,0.0,0,"Poss3,4 Methylenedioxymethcath"
33,2,0,0,0,0.0,1,Child Abuse
52,1,0,0,0,-1.0,0,Burglary Conveyance Assault/Bat
37,0,0,0,0,-1.0,1,Battery
21,0,0,0,0,-1.0,1,Possession of Cocaine
21,1,0,0,0,0.0,0,Possession of Cannabis
20,0,0,0,0,0.0,1,Fraudulent Use of Credit Card
43,1,0,0,0,-1.0,1,Leaving Acc/Unattended Veh
30,1,0,0,0,-1.0,1,Grand Theft in the 3rd Degree
33,3,0,0,0,0.0,1,Tresspass Struct/Conveyance
24,3,0,0,0,0.0,0,Aggrav Stalking After Injunctn
52,0,0,0,0,-1.0,1,Posses/Disply Susp/Revk/Frd DL
30,11,0,0,0,0.0,1,Crimin Mischief Damage $1000+
30,0,0,0,0,-1.0,0,Battery
47,13,0,0,0,0.0,1,Driving While License Revoked
41,9,0,1,0,-1.0,0,Opert With Susp DL 2nd Offens
21,4,1,0,0,-1.0,1,arrest case no charge
53,1,0,0,0,,0,Lewd or Lascivious Molestation
48,6,0,0,0,-26.0,0,Fel Drive License Perm Revoke
52,2,0,0,0,-1.0,1,Possession of Cocaine
34,1,0,0,0,-1.0,0,Battery
35,0,0,0,0,-1.0,1,Possession Of Methamphetamine
25,1,0,0,0,-1.0,1,Pos Cannabis W/Intent Sel/Del
39,1,0,0,0,,0,arrest case no charge
24,1,0,0,1,-1.0,1,Pos Cannabis W/Intent Sel/Del
48,17,0,0,0,,0,arrest case no charge
31,1,0,0,0,583.0,0,arrest case no charge
26,0,0,0,0,,1,
43,3,0,0,0,93.0,1,Possession of Cocaine
25,1,0,0,0,0.0,0,Battery
34,20,0,1,0,-1.0,1,Possession of Cocaine
25,2,0,0,0,-1.0,1,Grand Theft Firearm
24,4,1,0,0,-1.0,1,"Poss3,4 Methylenedioxymethcath"
56,6,0,0,0,-1.0,0,Poss Cocaine/Intent To Del/Sel
23,0,0,0,0,0.0,0,Felony Battery (Dom Strang)
21,0,0,0,0,-1.0,0,Burglary Unoccupied Dwelling
66,0,0,0,0,-1.0,0,Battery
28,7,0,0,0,-1.0,0,Resist/Obstruct W/O Violence
29,0,0,0,0,0.0,0,Driving Under The Influence
22,3,0,0,0,0.0,1,Possession of Cocaine
39,0,0,0,0,-1.0,0,Aggravated Battery / Pregnant
33,9,0,0,1,-1.0,1,Battery
29,2,0,0,0,-1.0,1,arrest case no charge
31,1,0,0,0,-1.0,0,arrest case no charge
22,0,0,0,0,-1.0,0,Battery
22,0,0,0,0,-1.0,0,Battery
35,3,0,0,2,0.0,0,Possession of Cocaine
29,3,0,0,0,-1.0,1,False Imprisonment
37,0,0,0,0,,0,Possession of Cocaine
30,0,0,0,0,,0,Aggravated Assault W/dead Weap
56,1,0,0,0,-1.0,1,Felony/Driving Under Influence
34,0,0,0,0,-1.0,0,Poss Contr Subst W/o Prescript
23,1,0,0,0,-1.0,1,Grand Theft in the 3rd Degree
27,1,1,0,0,0.0,1,Grand Theft in the 3rd Degree
43,2,0,0,0,-1.0,0,arrest case no charge
38,0,0,0,0,-1.0,0,Possession Of Alprazolam
39,3,0,0,0,-1.0,0,Poss Wep Conv Felon
24,1,0,0,1,-1.0,1,Pos Cannabis W/Intent Sel/Del
26,2,0,0,0,0.0,0,Disorderly Conduct
55,0,0,0,0,-1.0,0,Battery
35,1,0,0,0,-1.0,1,Grand Theft in the 3rd Degree
61,25,0,0,0,-1.0,0,Burglary Unoccupied Dwelling
33,0,0,0,0,-1.0,0,Battery
40,4,0,0,0,0.0,0,Resist Officer w/Violence
33,3,0,0,0,0.0,0,Driving While License Revoked
26,0,0,0,0,-1.0,1,Tamper With Witness/Victim/CI
32,15,0,1,0,0.0,1,arrest case no charge
28,0,0,0,0,-1.0,0,Uttering a Forged Instrument
45,0,0,0,0,-1.0,0,Battery
30,0,0,0,0,-1.0,1,Grand Theft in the 3rd Degree
57,4,0,0,0,-1.0,0,arrest case no charge
26,3,0,0,0,-1.0,1,Aggravated Battery / Pregnant
35,1,0,0,0,-1.0,0,False Imprisonment
54,0,0,0,0,0.0,0,Grand Theft in the 1st Degree
29,0,0,0,0,-1.0,0,Possession of Cocaine
40,0,0,0,0,-1.0,0,Driving License Suspended
28,1,0,0,0,-1.0,1,False Ownership Info/Pawn Item
25,0,0,0,1,-1.0,0,Battery
44,3,0,0,0,-1.0,0,Driving License Suspended
48,1,0,0,0,-31.0,0,Criminal Mischief>$200<$1000
59,1,0,0,0,-302.0,0,Aggrav Battery w/Deadly Weapon
23,4,0,0,1,-1.0,1,Poss Similitude of Drivers Lic
29,0,0,0,0,-1.0,0,Burglary Dwelling Occupied
56,0,0,0,0,-4.0,0,Driving Under The Influence
27,0,0,0,0,-1.0,0,Battery
29,0,0,0,0,-1.0,0,Viol Injunct Domestic Violence
34,4,0,0,0,-1.0,0,Battery
22,0,0,0,0,0.0,0,Grand Theft in the 3rd Degree
40,5,0,0,0,7.0,1,Possession of Hydromorphone
31,0,0,0,0,-1.0,0,Grand Theft in the 3rd Degree
47,3,0,0,0,-1.0,0,Aggravated Assault W/Dead Weap
24,8,0,0,0,-1.0,1,Possession of Cocaine
20,1,0,0,0,-49.0,0,Resist Officer w/Violence
39,4,0,0,0,-1.0,0,Felony Petit Theft
29,10,0,0,0,0.0,1,Driving While License Revoked
30,2,0,0,0,-1.0,0,Possession of Hydromorphone
26,4,0,0,0,-1.0,1,Grand Theft (Motor Vehicle)
61,2,0,0,0,0.0,0,Battery
37,3,0,0,0,0.0,0,Driving Under The Influence
38,1,0,0,0,-1.0,1,Possession Of Alprazolam
24,2,0,0,0,176.0,1,arrest case no charge
30,0,0,0,0,-1.0,0,Driving License Suspended
20,0,0,0,1,-1.0,1,Assault
56,22,0,0,0,-1.0,1,Possession of Cocaine
50,3,0,0,0,0.0,1,Possession of Cocaine
47,0,0,0,0,-1.0,0,Neglect Child / No Bodily Harm
56,5,0,0,0,-238.0,0,Possession of Cocaine
58,1,0,0,0,-345.0,0,arrest case no charge
30,10,0,0,0,18.0,1,arrest case no charge
28,12,0,0,0,-69.0,1,arrest case no charge
59,1,0,0,0,-1.0,0,Battery
20,1,1,0,0,-1.0,1,"Poss3,4 Methylenedioxymethcath"
23,4,0,1,0,-1.0,1,Assault
28,2,0,0,0,-3.0,1,Possession of Cocaine
50,3,0,0,0,-1.0,1,Possession of Cocaine
35,3,0,0,0,0.0,1,Battery
22,1,0,0,0,0.0,1,Pos Cannabis W/Intent Sel/Del
41,0,0,0,0,-1.0,0,Grand Theft in the 3rd Degree
22,0,0,0,0,-1.0,0,Purchase Cannabis
46,3,0,0,0,-33.0,1,Battery
61,8,0,0,0,-22.0,1,Possession of Cocaine
26,5,0,0,0,-1.0,0,Driving While License Revoked
44,1,0,0,0,0.0,0,Burglary Dwelling Occupied
34,0,0,0,0,-1.0,1,Battery
29,1,0,0,0,3.0,1,Grand Theft in the 3rd Degree
20,1,0,0,0,34.0,1,arrest case no charge
29,8,0,0,0,-1.0,0,Susp Drivers Lic 1st Offense
48,5,0,0,0,-1.0,1,Possession of Cocaine
31,0,0,0,0,-5.0,0,Leaving Acc/Unattended Veh
21,2,0,0,0,-10.0,0,arrest case no charge
34,4,0,0,0,-1.0,0,Driving While License Revoked
54,21,0,0,0,-1.0,0,Possession of Cocaine
20,4,0,4,0,-1.0,0,Grand Theft (Motor Vehicle)
31,1,0,0,0,-1.0,1,Stalking (Aggravated)
22,0,0,0,0,0.0,0,DUI - Enhanced
36,6,0,0,0,-1.0,0,Battery
34,9,3,1,0,-1.0,1,False Imprisonment
36,3,0,0,0,,0,Susp Drivers Lic 1st Offense
32,3,0,0,0,,1,Possession of Cannabis
50,15,0,0,0,-1.0,0,Battery
47,22,4,0,0,0.0,1,Possession of Cocaine
49,0,0,0,0,-1.0,0,Battery
25,7,0,0,0,-102.0,1,Felony Battery w/Prior Convict
31,1,0,0,0,-1.0,0,Driving License Suspended
49,10,0,0,0,-1.0,1,Grand Theft in the 3rd Degree
21,2,1,0,1,-1.0,0,arrest case no charge
26,5,0,0,0,-1.0,1,Uttering a Forged Instrument
29,0,0,0,0,-1.0,0,Burglary Dwelling Occupied
61,0,0,0,0,-1.0,0,arrest case no charge
25,2,0,0,0,16.0,1,Crim Use of Personal ID Info
26,1,0,0,0,-31.0,0,Grand Theft in the 3rd Degree
38,5,0,0,0,-1.0,0,Driving While License Revoked
35,2,0,0,0,-1.0,0,Battery
50,10,0,0,0,-48.0,0,arrest case no charge
55,8,0,0,0,-1.0,1,Uttering Worthless Check +$150
32,4,0,0,0,0.0,1,Felony Battery w/Prior Convict
29,1,0,0,0,-18.0,0,arrest case no charge
46,0,0,0,0,0.0,0,Possession Of Methamphetamine
53,1,0,0,0,-1.0,1,Battery
27,1,0,0,0,-1.0,1,arrest case no charge
29,4,0,0,0,-2.0,0,Possession of Cocaine
26,0,0,0,0,-1.0,1,Burglary Unoccupied Dwelling
23,3,0,0,0,-1.0,1,Battery
43,3,0,0,0,21.0,1,Battery
24,1,0,0,0,-1.0,1,Battery
33,18,0,0,0,0.0,1,Grand Theft (Motor Vehicle)
32,1,0,0,0,-1.0,1,Assault
